id,parent_id,name,display_name,tier1,tier2,tier3,tier4,path,depth,is_leaf,children_count
206,201,Fine Art Photography,Fine Art: Fine Art Photography,Fine Art,Fine Art Photography,,,Fine Art > Fine Art Photography,2,True,0
207,201,Modern Art,Fine Art: Modern Art,Fine Art,Modern Art,,,Fine Art > Modern Art,2,True,0
208,201,Opera,Fine Art: Opera,Fine Art,Opera,,,Fine Art > Opera,2,True,0
209,201,Theater,Fine Art: Theater,Fine Art,Theater,,,Fine Art > Theater,2,True,0
210,,Food & Drink,Food & Drink: Food & Drink,Food & Drink,,,,Food & Drink,1,False,12
211,210,Alcoholic Beverages,Food & Drink: Alcoholic Beverages,Food & Drink,Alcoholic Beverages,,,Food & Drink > Alcoholic Beverages,2,True,0
212,210,Vegan Diets,Food & Drink: Vegan Diets,Food & Drink,Vegan Diets,,,Food & Drink > Vegan Diets,2,True,0
213,210,Vegetarian Diets,Food & Drink: Vegetarian Diets,Food & Drink,Vegetarian Diets,,,Food & Drink > Vegetarian Diets,2,True,0
214,210,World Cuisines,Food & Drink: World Cuisines,Food & Drink,World Cuisines,,,Food & Drink > World Cuisines,2,True,0
215,210,Barbecues and Grilling,Food & Drink: Barbecues and Grilling,Food & Drink,Barbecues and Grilling,,,Food & Drink > Barbecues and Grilling,2,True,0
216,210,Cooking,Food & Drink: Cooking,Food & Drink,Cooking,,,Food & Drink > Cooking,2,True,0
217,210,Desserts and Baking,Food & Drink: Desserts and Baking,Food & Drink,Desserts and Baking,,,Food & Drink > Desserts and Baking,2,True,0
218,210,Dining Out,Food & Drink: Dining Out,Food & Drink,Dining Out,,,Food & Drink > Dining Out,2,True,0
219,210,Food Allergies,Food & Drink: Food Allergies,Food & Drink,Food Allergies,,,Food & Drink > Food Allergies,2,True,0
220,210,Food Movements,Food & Drink: Food Movements,Food & Drink,Food Movements,,,Food & Drink > Food Movements,2,True,0
221,210,Healthy Cooking and Eating,Food & Drink: Healthy Cooking and Eating,Food & Drink,Healthy Cooking and Eating,,,Food & Drink > Healthy Cooking and Eating,2,True,0
222,210,Non-Alcoholic Beverages,Food & Drink: Non-Alcoholic Beverages,Food & Drink,Non-Alcoholic Beverages,,,Food & Drink > Non-Alcoholic Beverages,2,True,0
223,,Healthy Living,Healthy Living: Healthy Living,Healthy Living,,,,Healthy Living,1,False,8
224,223,Children's Health,Healthy Living: Children's Health,Healthy Living,Children's Health,,,Healthy Living > Children's Health,2,True,0
225,223,Fitness and Exercise,Healthy Living: Fitness and Exercise,Healthy Living,Fitness and Exercise,,,Healthy Living > Fitness and Exercise,2,False,2
226,225,Participant Sports,Healthy Living: Participant Sports,Healthy Living,Fitness and Exercise,Participant Sports,,Healthy Living > Fitness and Exercise > Participant Sports,3,True,0
227,225,Running and Jogging,Healthy Living: Running and Jogging,Healthy Living,Fitness and Exercise,Running and Jogging,,Healthy Living > Fitness and Exercise > Running and Jogging,3,True,0
228,223,Men's Health,Healthy Living: Men's Health,Healthy Living,Men's Health,,,Healthy Living > Men's Health,2,True,0
229,223,Nutrition,Healthy Living: Nutrition,Healthy Living,Nutrition,,,Healthy Living > Nutrition,2,True,0
230,223,Senior Health,Healthy Living: Senior Health,Healthy Living,Senior Health,,,Healthy Living > Senior Health,2,True,0
231,223,Weight Loss,Healthy Living: Weight Loss,Healthy Living,Weight Loss,,,Healthy Living > Weight Loss,2,True,0
232,223,Wellness,Healthy Living: Wellness,Healthy Living,Wellness,,,Healthy Living > Wellness,2,False,3
233,232,Alternative Medicine,Healthy Living: Alternative Medicine,Healthy Living,Wellness,Alternative Medicine,,Healthy Living > Wellness > Alternative Medicine,3,False,2
234,233,Herbs and Supplements,Healthy Living: Herbs and Supplements,Healthy Living,Wellness,Alternative Medicine,Herbs and Supplements,Healthy Living > Wellness > Alternative Medicine > Herbs and Supplements,4,True,0
235,233,Holistic Health,Healthy Living: Holistic Health,Healthy Living,Wellness,Alternative Medicine,Holistic Health,Healthy Living > Wellness > Alternative Medicine > Holistic Health,4,True,0
236,232,Physical Therapy,Healthy Living: Physical Therapy,Healthy Living,Wellness,Physical Therapy,,Healthy Living > Wellness > Physical Therapy,3,True,0
237,232,Smoking Cessation,Healthy Living: Smoking Cessation,Healthy Living,Wellness,Smoking Cessation,,Healthy Living > Wellness > Smoking Cessation,3,True,0
238,223,Women's Health,Healthy Living: Women's Health,Healthy Living,Women's Health,,,Healthy Living > Women's Health,2,True,0
239,,Hobbies & Interests,Hobbies & Interests: Hobbies & Interests,Hobbies & Interests,,,,Hobbies & Interests,1,False,16
240,239,Antiquing and Antiques,Hobbies & Interests: Antiquing and Antiques,Hobbies & Interests,Antiquing and Antiques,,,Hobbies & Interests > Antiquing and Antiques,2,True,0
241,239,Magic and Illusion,Hobbies & Interests: Magic and Illusion,Hobbies & Interests,Magic and Illusion,,,Hobbies & Interests > Magic and Illusion,2,True,0
242,239,Model Toys,Hobbies & Interests: Model Toys,Hobbies & Interests,Model Toys,,,Hobbies & Interests > Model Toys,2,True,0
243,239,Musical Instruments,Hobbies & Interests: Musical Instruments,Hobbies & Interests,Musical Instruments,,,Hobbies & Interests > Musical Instruments,2,True,0
244,239,Paranormal Phenomena,Hobbies & Interests: Paranormal Phenomena,Hobbies & Interests,Paranormal Phenomena,,,Hobbies & Interests > Paranormal Phenomena,2,True,0
245,239,Radio Control,Hobbies & Interests: Radio Control,Hobbies & Interests,Radio Control,,,Hobbies & Interests > Radio Control,2,True,0
246,239,Sci-fi and Fantasy,Hobbies & Interests: Sci-fi and Fantasy,Hobbies & Interests,Sci-fi and Fantasy,,,Hobbies & Interests > Sci-fi and Fantasy,2,True,0
247,239,Workshops and Classes,Hobbies & Interests: Workshops and Classes,Hobbies & Interests,Workshops and Classes,,,Hobbies & Interests > Workshops and Classes,2,True,0
248,239,Arts and Crafts,Hobbies & Interests: Arts and Crafts,Hobbies & Interests,Arts and Crafts,,,Hobbies & Interests > Arts and Crafts,2,False,9
249,248,Beadwork,Hobbies & Interests: Beadwork,Hobbies & Interests,Arts and Crafts,Beadwork,,Hobbies & Interests > Arts and Crafts > Beadwork,3,True,0
250,248,Candle and Soap Making,Hobbies & Interests: Candle and Soap Making,Hobbies & Interests,Arts and Crafts,Candle and Soap Making,,Hobbies & Interests > Arts and Crafts > Candle and Soap Making,3,True,0
251,248,Drawing and Sketching,Hobbies & Interests: Drawing and Sketching,Hobbies & Interests,Arts and Crafts,Drawing and Sketching,,Hobbies & Interests > Arts and Crafts > Drawing and Sketching,3,True,0
252,248,Jewelry Making,Hobbies & Interests: Jewelry Making,Hobbies & Interests,Arts and Crafts,Jewelry Making,,Hobbies & Interests > Arts and Crafts > Jewelry Making,3,True,0
253,248,Needlework,Hobbies & Interests: Needlework,Hobbies & Interests,Arts and Crafts,Needlework,,Hobbies & Interests > Arts and Crafts > Needlework,3,True,0
254,248,Painting,Hobbies & Interests: Painting,Hobbies & Interests,Arts and Crafts,Painting,,Hobbies & Interests > Arts and Crafts > Painting,3,True,0
255,248,Photography,Hobbies & Interests: Photography,Hobbies & Interests,Arts and Crafts,Photography,,Hobbies & Interests > Arts and Crafts > Photography,3,True,0
256,248,Scrapbooking,Hobbies & Interests: Scrapbooking,Hobbies & Interests,Arts and Crafts,Scrapbooking,,Hobbies & Interests > Arts and Crafts > Scrapbooking,3,True,0
257,248,Woodworking,Hobbies & Interests: Woodworking,Hobbies & Interests,Arts and Crafts,Woodworking,,Hobbies & Interests > Arts and Crafts > Woodworking,3,True,0
258,239,Beekeeping,Hobbies & Interests: Beekeeping,Hobbies & Interests,Beekeeping,,,Hobbies & Interests > Beekeeping,2,True,0
259,239,Birdwatching,Hobbies & Interests: Birdwatching,Hobbies & Interests,Birdwatching,,,Hobbies & Interests > Birdwatching,2,True,0
260,239,Cigars,Hobbies & Interests: Cigars,Hobbies & Interests,Cigars,,,Hobbies & Interests > Cigars,2,True,0
261,239,Collecting,Hobbies & Interests: Collecting,Hobbies & Interests,Collecting,,,Hobbies & Interests > Collecting,2,False,2
262,261,Comic Books,Hobbies & Interests: Comic Books,Hobbies & Interests,Collecting,Comic Books,,Hobbies & Interests > Collecting > Comic Books,3,True,0
263,261,Stamps and Coins,Hobbies & Interests: Stamps and Coins,Hobbies & Interests,Collecting,Stamps and Coins,,Hobbies & Interests > Collecting > Stamps and Coins,3,True,0
264,239,Content Production,Hobbies & Interests: Content Production,Hobbies & Interests,Content Production,,,Hobbies & Interests > Content Production,2,False,4
265,264,Audio Production,Hobbies & Interests: Audio Production,Hobbies & Interests,Content Production,Audio Production,,Hobbies & Interests > Content Production > Audio Production,3,True,0
266,264,Freelance Writing,Hobbies & Interests: Freelance Writing,Hobbies & Interests,Content Production,Freelance Writing,,Hobbies & Interests > Content Production > Freelance Writing,3,True,0
267,264,Screenwriting,Hobbies & Interests: Screenwriting,Hobbies & Interests,Content Production,Screenwriting,,Hobbies & Interests > Content Production > Screenwriting,3,True,0
268,264,Video Production,Hobbies & Interests: Video Production,Hobbies & Interests,Content Production,Video Production,,Hobbies & Interests > Content Production > Video Production,3,True,0
269,239,Games and Puzzles,Hobbies & Interests: Games and Puzzles,Hobbies & Interests,Games and Puzzles,,,Hobbies & Interests > Games and Puzzles,2,False,3
270,269,Board Games and Puzzles,Hobbies & Interests: Board Games and Puzzles,Hobbies & Interests,Games and Puzzles,Board Games and Puzzles,,Hobbies & Interests > Games and Puzzles > Board Games and Puzzles,3,True,0
271,269,Card Games,Hobbies & Interests: Card Games,Hobbies & Interests,Games and Puzzles,Card Games,,Hobbies & Interests > Games and Puzzles > Card Games,3,True,0
272,269,Roleplaying Games,Hobbies & Interests: Roleplaying Games,Hobbies & Interests,Games and Puzzles,Roleplaying Games,,Hobbies & Interests > Games and Puzzles > Roleplaying Games,3,True,0
273,239,Genealogy and Ancestry,Hobbies & Interests: Genealogy and Ancestry,Hobbies & Interests,Genealogy and Ancestry,,,Hobbies & Interests > Genealogy and Ancestry,2,True,0
274,,Home & Garden,Home & Garden: Home & Garden,Home & Garden,,,,Home & Garden,1,False,11
275,274,Gardening,Home & Garden: Gardening,Home & Garden,Gardening,,,Home & Garden > Gardening,2,True,0
276,274,Remodeling & Construction,Home & Garden: Remodeling & Construction,Home & Garden,Remodeling & Construction,,,Home & Garden > Remodeling & Construction,2,True,0
277,274,Smart Home,Home & Garden: Smart Home,Home & Garden,Smart Home,,,Home & Garden > Smart Home,2,True,0
278,274,Home Appliances,Home & Garden: Home Appliances,Home & Garden,Home Appliances,,,Home & Garden > Home Appliances,2,True,0
279,274,Home Entertaining,Home & Garden: Home Entertaining,Home & Garden,Home Entertaining,,,Home & Garden > Home Entertaining,2,True,0
280,274,Home Improvement,Home & Garden: Home Improvement,Home & Garden,Home Improvement,,,Home & Garden > Home Improvement,2,True,0
281,274,Home Security,Home & Garden: Home Security,Home & Garden,Home Security,,,Home & Garden > Home Security,2,True,0
282,274,Indoor Environmental Quality,Home & Garden: Indoor Environmental Quality,Home & Garden,Indoor Environmental Quality,,,Home & Garden > Indoor Environmental Quality,2,True,0
283,274,Interior Decorating,Home & Garden: Interior Decorating,Home & Garden,Interior Decorating,,,Home & Garden > Interior Decorating,2,True,0
284,274,Landscaping,Home & Garden: Landscaping,Home & Garden,Landscaping,,,Home & Garden > Landscaping,2,True,0
285,274,Outdoor Decorating,Home & Garden: Outdoor Decorating,Home & Garden,Outdoor Decorating,,,Home & Garden > Outdoor Decorating,2,True,0
286,,Medical Health,Medical Health: Medical Health,Medical Health,,,,Medical Health,1,False,6
287,286,Diseases and Conditions,Medical Health: Diseases and Conditions,Medical Health,Diseases and Conditions,,,Medical Health > Diseases and Conditions,2,False,23
288,287,Allergies,Medical Health: Allergies,Medical Health,Diseases and Conditions,Allergies,,Medical Health > Diseases and Conditions > Allergies,3,True,0
289,287,"Ear, Nose and Throat Conditions","Medical Health: Ear, Nose and Throat Conditions",Medical Health,Diseases and Conditions,"Ear, Nose and Throat Conditions",,"Medical Health > Diseases and Conditions > Ear, Nose and Throat Conditions",3,True,0
290,287,Endocrine and Metabolic Diseases,Medical Health: Endocrine and Metabolic Diseases,Medical Health,Diseases and Conditions,Endocrine and Metabolic Diseases,,Medical Health > Diseases and Conditions > Endocrine and Metabolic Diseases,3,False,3
291,290,Hormonal Disorders,Medical Health: Hormonal Disorders,Medical Health,Diseases and Conditions,Endocrine and Metabolic Diseases,Hormonal Disorders,Medical Health > Diseases and Conditions > Endocrine and Metabolic Diseases > Hormonal Disorders,4,True,0
292,290,Menopause,Medical Health: Menopause,Medical Health,Diseases and Conditions,Endocrine and Metabolic Diseases,Menopause,Medical Health > Diseases and Conditions > Endocrine and Metabolic Diseases > Menopause,4,True,0
293,290,Thyroid Disorders,Medical Health: Thyroid Disorders,Medical Health,Diseases and Conditions,Endocrine and Metabolic Diseases,Thyroid Disorders,Medical Health > Diseases and Conditions > Endocrine and Metabolic Diseases > Thyroid Disorders,4,True,0
294,287,Eye and Vision Conditions,Medical Health: Eye and Vision Conditions,Medical Health,Diseases and Conditions,Eye and Vision Conditions,,Medical Health > Diseases and Conditions > Eye and Vision Conditions,3,True,0
295,287,Foot Health,Medical Health: Foot Health,Medical Health,Diseases and Conditions,Foot Health,,Medical Health > Diseases and Conditions > Foot Health,3,True,0
296,287,Heart and Cardiovascular Diseases,Medical Health: Heart and Cardiovascular Diseases,Medical Health,Diseases and Conditions,Heart and Cardiovascular Diseases,,Medical Health > Diseases and Conditions > Heart and Cardiovascular Diseases,3,True,0
297,287,Infectious Diseases,Medical Health: Infectious Diseases,Medical Health,Diseases and Conditions,Infectious Diseases,,Medical Health > Diseases and Conditions > Infectious Diseases,3,True,0
298,287,Injuries,Medical Health: Injuries,Medical Health,Diseases and Conditions,Injuries,,Medical Health > Diseases and Conditions > Injuries,3,False,1
299,298,First Aid,Medical Health: First Aid,Medical Health,Diseases and Conditions,Injuries,First Aid,Medical Health > Diseases and Conditions > Injuries > First Aid,4,True,0
300,287,Lung and Respiratory Health,Medical Health: Lung and Respiratory Health,Medical Health,Diseases and Conditions,Lung and Respiratory Health,,Medical Health > Diseases and Conditions > Lung and Respiratory Health,3,True,0
301,287,Mental Health,Medical Health: Mental Health,Medical Health,Diseases and Conditions,Mental Health,,Medical Health > Diseases and Conditions > Mental Health,3,True,0
302,287,Reproductive Health,Medical Health: Reproductive Health,Medical Health,Diseases and Conditions,Reproductive Health,,Medical Health > Diseases and Conditions > Reproductive Health,3,False,3
303,302,Birth Control,Medical Health: Birth Control,Medical Health,Diseases and Conditions,Reproductive Health,Birth Control,Medical Health > Diseases and Conditions > Reproductive Health > Birth Control,4,True,0
304,302,Infertility,Medical Health: Infertility,Medical Health,Diseases and Conditions,Reproductive Health,Infertility,Medical Health > Diseases and Conditions > Reproductive Health > Infertility,4,True,0
305,302,Pregnancy,Medical Health: Pregnancy,Medical Health,Diseases and Conditions,Reproductive Health,Pregnancy,Medical Health > Diseases and Conditions > Reproductive Health > Pregnancy,4,True,0
306,287,Blood Disorders,Medical Health: Blood Disorders,Medical Health,Diseases and Conditions,Blood Disorders,,Medical Health > Diseases and Conditions > Blood Disorders,3,True,0
307,287,Sexual Health,Medical Health: Sexual Health,Medical Health,Diseases and Conditions,Sexual Health,,Medical Health > Diseases and Conditions > Sexual Health,3,False,1
308,307,Sexual Conditions,Medical Health: Sexual Conditions,Medical Health,Diseases and Conditions,Sexual Health,Sexual Conditions,Medical Health > Diseases and Conditions > Sexual Health > Sexual Conditions,4,True,0
309,287,Skin and Dermatology,Medical Health: Skin and Dermatology,Medical Health,Diseases and Conditions,Skin and Dermatology,,Medical Health > Diseases and Conditions > Skin and Dermatology,3,True,0
310,287,Sleep Disorders,Medical Health: Sleep Disorders,Medical Health,Diseases and Conditions,Sleep Disorders,,Medical Health > Diseases and Conditions > Sleep Disorders,3,True,0
311,287,Substance Abuse,Medical Health: Substance Abuse,Medical Health,Diseases and Conditions,Substance Abuse,,Medical Health > Diseases and Conditions > Substance Abuse,3,True,0
312,287,Bone and Joint Conditions,Medical Health: Bone and Joint Conditions,Medical Health,Diseases and Conditions,Bone and Joint Conditions,,Medical Health > Diseases and Conditions > Bone and Joint Conditions,3,True,0
313,287,Brain and Nervous System Disorders,Medical Health: Brain and Nervous System Disorders,Medical Health,Diseases and Conditions,Brain and Nervous System Disorders,,Medical Health > Diseases and Conditions > Brain and Nervous System Disorders,3,True,0
314,287,Cancer,Medical Health: Cancer,Medical Health,Diseases and Conditions,Cancer,,Medical Health > Diseases and Conditions > Cancer,3,True,0
315,287,Cold and Flu,Medical Health: Cold and Flu,Medical Health,Diseases and Conditions,Cold and Flu,,Medical Health > Diseases and Conditions > Cold and Flu,3,True,0
316,287,Dental Health,Medical Health: Dental Health,Medical Health,Diseases and Conditions,Dental Health,,Medical Health > Diseases and Conditions > Dental Health,3,True,0
317,287,Diabetes,Medical Health: Diabetes,Medical Health,Diseases and Conditions,Diabetes,,Medical Health > Diseases and Conditions > Diabetes,3,True,0
318,287,Digestive Disorders,Medical Health: Digestive Disorders,Medical Health,Diseases and Conditions,Digestive Disorders,,Medical Health > Diseases and Conditions > Digestive Disorders,3,True,0
319,286,Medical Tests,Medical Health: Medical Tests,Medical Health,Medical Tests,,,Medical Health > Medical Tests,2,True,0
320,286,Pharmaceutical Drugs,Medical Health: Pharmaceutical Drugs,Medical Health,Pharmaceutical Drugs,,,Medical Health > Pharmaceutical Drugs,2,True,0
321,286,Surgery,Medical Health: Surgery,Medical Health,Surgery,,,Medical Health > Surgery,2,True,0
322,286,Vaccines,Medical Health: Vaccines,Medical Health,Vaccines,,,Medical Health > Vaccines,2,True,0
323,286,Cosmetic Medical Services,Medical Health: Cosmetic Medical Services,Medical Health,Cosmetic Medical Services,,,Medical Health > Cosmetic Medical Services,2,True,0
324,,Movies,Movies: Movies,Movies,,,,Movies,1,False,13
325,324,Action and Adventure Movies,Movies: Action and Adventure Movies,Movies,Action and Adventure Movies,,,Movies > Action and Adventure Movies,2,True,0
326,324,Romance Movies,Movies: Romance Movies,Movies,Romance Movies,,,Movies > Romance Movies,2,True,0
327,324,Science Fiction Movies,Movies: Science Fiction Movies,Movies,Science Fiction Movies,,,Movies > Science Fiction Movies,2,True,0
328,324,Special Interest Movies,Movies: Indie and Arthouse Movies,Movies,Indie and Arthouse Movies,,,Movies > Indie and Arthouse Movies,2,True,0
329,324,Animation Movies,Movies: Animation Movies,Movies,Animation Movies,,,Movies > Animation Movies,2,True,0
330,324,Comedy Movies,Movies: Comedy Movies,Movies,Comedy Movies,,,Movies > Comedy Movies,2,True,0
331,324,Crime and Mystery Movies,Movies: Crime and Mystery Movies,Movies,Crime and Mystery Movies,,,Movies > Crime and Mystery Movies,2,True,0
332,324,Documentary Movies,Movies: Documentary Movies,Movies,Documentary Movies,,,Movies > Documentary Movies,2,True,0
333,324,Drama Movies,Movies: Drama Movies,Movies,Drama Movies,,,Movies > Drama Movies,2,True,0
334,324,Family and Children Movies,Movies: Family and Children Movies,Movies,Family and Children Movies,,,Movies > Family and Children Movies,2,True,0
335,324,Fantasy Movies,Movies: Fantasy Movies,Movies,Fantasy Movies,,,Movies > Fantasy Movies,2,True,0
336,324,Horror Movies,Movies: Horror Movies,Movies,Horror Movies,,,Movies > Horror Movies,2,True,0
337,324,World Movies,Movies: World Movies,Movies,World Movies,,,Movies > World Movies,2,True,0
338,,Music and Audio,Music and Audio: Music and Audio,Music and Audio,,,,Music and Audio,1,False,28
339,338,Adult Contemporary Music,Music and Audio: Adult Contemporary Music,Music and Audio,Adult Contemporary Music,,,Music and Audio > Adult Contemporary Music,2,False,2
340,339,Soft AC Music,Music and Audio: Soft AC Music,Music and Audio,Adult Contemporary Music,Soft AC Music,,Music and Audio > Adult Contemporary Music > Soft AC Music,3,True,0
341,339,Urban AC Music,Music and Audio: Urban AC Music,Music and Audio,Adult Contemporary Music,Urban AC Music,,Music and Audio > Adult Contemporary Music > Urban AC Music,3,True,0
342,338,Adult Album Alternative,Music and Audio: Adult Album Alternative,Music and Audio,Adult Album Alternative,,,Music and Audio > Adult Album Alternative,2,True,0
343,338,Alternative Music,Music and Audio: Alternative Music,Music and Audio,Alternative Music,,,Music and Audio > Alternative Music,2,True,0
344,338,Children's Music,Music and Audio: Children's Music,Music and Audio,Children's Music,,,Music and Audio > Children's Music,2,True,0
345,338,Classic Hits,Music and Audio: Classic Hits,Music and Audio,Classic Hits,,,Music and Audio > Classic Hits,2,True,0
346,338,Classical Music,Music and Audio: Classical Music,Music and Audio,Classical Music,,,Music and Audio > Classical Music,2,True,0
347,338,College Radio,Music and Audio: College Radio,Music and Audio,College Radio,,,Music and Audio > College Radio,2,True,0
348,338,Comedy (Music and Audio),Music and Audio: Comedy (Music and Audio),Music and Audio,Comedy (Music and Audio),,,Music and Audio > Comedy (Music and Audio),2,True,0
349,338,Contemporary Hits/Pop/Top 40,Music and Audio: Contemporary Hits/Pop/Top 40,Music and Audio,Contemporary Hits/Pop/Top 40,,,Music and Audio > Contemporary Hits/Pop/Top 40,2,True,0
350,338,Country Music,Music and Audio: Country Music,Music and Audio,Country Music,,,Music and Audio > Country Music,2,True,0
351,338,Dance and Electronic Music,Music and Audio: Dance and Electronic Music,Music and Audio,Dance and Electronic Music,,,Music and Audio > Dance and Electronic Music,2,True,0
352,338,World/International Music,Music and Audio: World/International Music,Music and Audio,World/International Music,,,Music and Audio > World/International Music,2,True,0
353,338,Songwriters/Folk,Music and Audio: Songwriters/Folk,Music and Audio,Songwriters/Folk,,,Music and Audio > Songwriters/Folk,2,True,0
354,338,Gospel Music,Music and Audio: Gospel Music,Music and Audio,Gospel Music,,,Music and Audio > Gospel Music,2,True,0
355,338,Hip Hop Music,Music and Audio: Hip Hop Music,Music and Audio,Hip Hop Music,,,Music and Audio > Hip Hop Music,2,True,0
356,338,Inspirational/New Age Music,Music and Audio: Inspirational/New Age Music,Music and Audio,Inspirational/New Age Music,,,Music and Audio > Inspirational/New Age Music,2,True,0
357,338,Jazz,Music and Audio: Jazz,Music and Audio,Jazz,,,Music and Audio > Jazz,2,True,0
358,338,Oldies/Adult Standards,Music and Audio: Oldies/Adult Standards,Music and Audio,Oldies/Adult Standards,,,Music and Audio > Oldies/Adult Standards,2,True,0
359,338,Reggae,Music and Audio: Reggae,Music and Audio,Reggae,,,Music and Audio > Reggae,2,True,0
360,338,Blues,Music and Audio: Blues,Music and Audio,Blues,,,Music and Audio > Blues,2,True,0
361,338,Religious (Music and Audio),Music and Audio: Religious (Music and Audio),Music and Audio,Religious (Music and Audio),,,Music and Audio > Religious (Music and Audio),2,True,0
362,338,R&B/Soul/Funk,Music and Audio: R&B/Soul/Funk,Music and Audio,R&B/Soul/Funk,,,Music and Audio > R&B/Soul/Funk,2,True,0
363,338,Rock Music,Music and Audio: Rock Music,Music and Audio,Rock Music,,,Music and Audio > Rock Music,2,False,5
364,363,Album-oriented Rock,Music and Audio: Album-oriented Rock,Music and Audio,Rock Music,Album-oriented Rock,,Music and Audio > Rock Music > Album-oriented Rock,3,True,0
365,363,Alternative Rock,Music and Audio: Alternative Rock,Music and Audio,Rock Music,Alternative Rock,,Music and Audio > Rock Music > Alternative Rock,3,True,0
366,363,Classic Rock,Music and Audio: Classic Rock,Music and Audio,Rock Music,Classic Rock,,Music and Audio > Rock Music > Classic Rock,3,True,0
367,363,Hard Rock,Music and Audio: Hard Rock,Music and Audio,Rock Music,Hard Rock,,Music and Audio > Rock Music > Hard Rock,3,True,0
368,363,Soft Rock,Music and Audio: Soft Rock,Music and Audio,Rock Music,Soft Rock,,Music and Audio > Rock Music > Soft Rock,3,True,0
369,338,"Soundtracks, TV and Showtunes","Music and Audio: Soundtracks, TV and Showtunes",Music and Audio,"Soundtracks, TV and Showtunes",,,"Music and Audio > Soundtracks, TV and Showtunes",2,True,0
370,338,Sports Radio,Music and Audio: Sports Radio,Music and Audio,Sports Radio,,,Music and Audio > Sports Radio,2,True,0
371,338,Talk Radio,Music and Audio: Talk Radio,Music and Audio,Talk Radio,,,Music and Audio > Talk Radio,2,False,5
372,371,Business News Radio,Music and Audio: Business News Radio,Music and Audio,Talk Radio,Business News Radio,,Music and Audio > Talk Radio > Business News Radio,3,True,0
373,371,Educational Radio,Music and Audio: Educational Radio,Music and Audio,Talk Radio,Educational Radio,,Music and Audio > Talk Radio > Educational Radio,3,True,0
374,371,News Radio,Music and Audio: News Radio,Music and Audio,Talk Radio,News Radio,,Music and Audio > Talk Radio > News Radio,3,True,0
375,371,News/Talk Radio,Music and Audio: News/Talk Radio,Music and Audio,Talk Radio,News/Talk Radio,,Music and Audio > Talk Radio > News/Talk Radio,3,True,0
376,371,Public Radio,Music and Audio: Public Radio,Music and Audio,Talk Radio,Public Radio,,Music and Audio > Talk Radio > Public Radio,3,True,0
377,338,Urban Contemporary Music,Music and Audio: Urban Contemporary Music,Music and Audio,Urban Contemporary Music,,,Music and Audio > Urban Contemporary Music,2,True,0
378,338,Variety (Music and Audio),Music and Audio: Variety (Music and Audio),Music and Audio,Variety (Music and Audio),,,Music and Audio > Variety (Music and Audio),2,True,0
379,,News and Politics,News and Politics: News and Politics,News and Politics,,,,News and Politics,1,False,8
380,379,Crime,News and Politics: Crime,News and Politics,Crime,,,News and Politics > Crime,2,True,0
381,379,Disasters,News and Politics: Disasters,News and Politics,Disasters,,,News and Politics > Disasters,2,True,0
382,379,International News,News and Politics: International News,News and Politics,International News,,,News and Politics > International News,2,True,0
383,379,Law,News and Politics: Law,News and Politics,Law,,,News and Politics > Law,2,True,0
384,379,Local News,News and Politics: Local News,News and Politics,Local News,,,News and Politics > Local News,2,True,0
385,379,National News,News and Politics: National News,News and Politics,National News,,,News and Politics > National News,2,True,0
386,379,Politics,News and Politics: Politics,News and Politics,Politics,,,News and Politics > Politics,2,False,3
387,386,Elections,News and Politics: Elections,News and Politics,Politics,Elections,,News and Politics > Politics > Elections,3,True,0
388,386,Political Issues,News and Politics: Political Issues,News and Politics,Politics,Political Issues,,News and Politics > Politics > Political Issues,3,True,0
389,386,War and Conflicts,News and Politics: War and Conflicts,News and Politics,Politics,War and Conflicts,,News and Politics > Politics > War and Conflicts,3,True,0
390,379,Weather,News and Politics: Weather,News and Politics,Weather,,,News and Politics > Weather,2,True,0
391,,Personal Finance,Personal Finance: Personal Finance,Personal Finance,,,,Personal Finance,1,False,10
392,391,Consumer Banking,Personal Finance: Consumer Banking,Personal Finance,Consumer Banking,,,Personal Finance > Consumer Banking,2,True,0
393,391,Financial Assistance,Personal Finance: Financial Assistance,Personal Finance,Financial Assistance,,,Personal Finance > Financial Assistance,2,False,2
394,393,Government Support and Welfare,Personal Finance: Government Support and Welfare,Personal Finance,Financial Assistance,Government Support and Welfare,,Personal Finance > Financial Assistance > Government Support and Welfare,3,True,0
395,393,Student Financial Aid,Personal Finance: Student Financial Aid,Personal Finance,Financial Assistance,Student Financial Aid,,Personal Finance > Financial Assistance > Student Financial Aid,3,True,0
396,391,Financial Planning,Personal Finance: Financial Planning,Personal Finance,Financial Planning,,,Personal Finance > Financial Planning,2,True,0
397,391,Frugal Living,Personal Finance: Frugal Living,Personal Finance,Frugal Living,,,Personal Finance > Frugal Living,2,True,0
398,391,Insurance,Personal Finance: Insurance,Personal Finance,Insurance,,,Personal Finance > Insurance,2,False,6
399,398,Health Insurance,Personal Finance: Health Insurance,Personal Finance,Insurance,Health Insurance,,Personal Finance > Insurance > Health Insurance,3,True,0
400,398,Home Insurance,Personal Finance: Home Insurance,Personal Finance,Insurance,Home Insurance,,Personal Finance > Insurance > Home Insurance,3,True,0
401,398,Life Insurance,Personal Finance: Life Insurance,Personal Finance,Insurance,Life Insurance,,Personal Finance > Insurance > Life Insurance,3,True,0
